start	end	text
392060	393700	ソリューションカットだったりとか
393700	394280	あー
394280	395780	そのランクチェンの方向性としてね
395780	396220	そうそう
396220	400820	そうそうそうそう
400820	402240	とかっていうのの話がまず1個あり
402240	403320	で
403320	404720	ここに関しては
404720	405200	えっと
405200	406600	まあいろいろその
406600	407140	あの
407140	410360	ユーザーコミュニティからのフィードバックをもらいながら
410360	413380	やっていきたいっていうような話はあったと
413380	413740	なので
413740	414160	例えば
414160	415980	例えば医療向けとか
415980	417060	まあいろいろあるじゃないですか
417060	417380	え
417380	420680	そういう方向への深掘りっていうのは
420680	421720	やっぱりその
421720	426320	ベンダーとしてそのツールをこう作っていくっていうようなところ
426320	428260	の人たち
428260	430200	まあそっち側の立場になってみると
430200	431040	逆に言うとその
431040	433740	空想で深掘りしてってもしょうがないんでね
433740	434240	うんうん
434240	435440	目の前にあるニーズと
435440	437980	一緒に深めていきたいっていうのがあるので
437980	441820	まあ逆にそういうのはフィードバックとかが欲しいっていうことは
441820	442380	強く
442380	444060	言ってたかなと
444060	445720	うんうんうんうん
445720	447560	であとは
447560	448320	えっと
448320	451940	ちょっと一個忘れちゃったんで先に言うけど
451940	452920	えっとね
452920	457660	FDEをラングチェーンとして構えるかみたいな話は
457660	457960	うん
457960	460100	はもうものすごい
460100	463460	それも話としてありましたね
463460	464480	ホットですね
464480	469980	でそもそもラングチェーンがその
469980	473920	まあラングチェーンってまあ割と慎重な方じゃないですか
473920	475480	いろいろな打ち手に関して
475480	476920	うんうんうん
476920	478540	でえっと
478540	482540	FDEに関して言うと
482540	486160	まあ決めかねてるところもあるなっていうのが
486160	487960	まあ僕は受けた印象でしたと
487960	489120	うんうんうん
489120	490100	でただその
490100	495080	多分決め手になるようなそのファクターがどこにあるかっていうと
495080	498720	結局ラングチェーンを使って実際にその
498720	500680	特にプロダクションを意識して
500680	501260	うん
501260	506880	AIエージェントを作っていくような企業の内側に
506880	511120	えっとそのAIエージェントビルダーがいるのか
511120	513720	あるいはそのケーパビリティを持ってない企業が
513720	519340	えっともその頑張って使ってもらうみたいな方向にしていくのかっていう
519340	520960	大きく分けてこう
520960	522580	2種類
522580	525680	まあAI組織とノンAI組織っていう
525680	526840	まあ2つに分かって
526840	528840	やっぱノンAI組織とかに
528840	530440	でその
530440	532580	アウトカムを
532580	534960	AIエージェントで得ていこうってなってくると
534960	535340	まあ
535340	540020	誰かしらがFD的なことにならないといけないよねっていうので
540020	542420	まあそういうのが決め手になってくるのかなっていうのがあったけど
542420	544700	まあ今のところその
544700	546620	じゃあどのぐらいこの先
546620	551300	AI企業とノンAI企業の割合が
551300	552780	どのぐらいになっていくかとか
552780	555020	どっちを伸ばしていこうかとかっていうところは
555020	557300	まあまだ決めあぐねてる印象でしたね
557300	558800	なるほどですね
558800	563720	まあ基本的に結構FD的な動きをしてる会社だとは思うんですよね
563720	565620	ほう
565620	567440	そのラングチェーンっていうものを
567440	569140	うまく取り入れていくっていうので
569140	569700	例えばあの
569700	571660	今回も登壇されてたんですかね
571660	572440	シスコさんとか
572440	574240	はいはいそうっすねまさに
574240	576640	あのあそことかはもう会社ぐるみで
576640	579200	ガッツリ入ってやってるっていう
579200	580160	そうですよね
580160	582500	結構事例でスピーチしてくれる会社って
582500	585040	ラングチェーン自体がもう入って
585040	586620	そのエージェントのハイビーなんか
586620	589020	デプロイメントを行っていってるっていうイメージがあって
589020	591200	しかもその基盤として
591200	592580	ラングスミスの
592580	595100	オンプレの方とかエンタープライズの方とかですね
595100	598720	を使ってやってるっていう感じなので
598720	600800	まあ中に入ってやりながら
600800	602980	自分たちのプロダクトも育てていくっていう
602980	604600	ところで言うと
604600	606180	まさになんかFDモデルだなっていう
606180	609520	まあそうですねまさにああいうところから受けたフィードバックで
609520	611440	ラングスミスは
611440	613140	特に
613140	616320	育ててってる印象があるんでね
616320	618180	ですよね
618180	621160	その舞台を作るとかそういう話なのかなっていう
621160	624120	FDやっていくかどうかっていうのは
624120	628180	オープンエアが私がFDの会社作ったみたいに
628180	631080	組織としてやっていくかどうかみたいな話なのかなと
631080	635600	そうねまあでも僕の印象だと
635600	640080	パートナーとかかなって思うけどね
640080	643080	ラングチェーン社に関して言うと
643080	647320	もう首根っこ掴んでグリップしてやっていきたくて
647320	649880	しょうがないっていう組織には感じないですよね
649880	650220	あんまり
650220	657900	それよりはそのエコシステムのパワーバランスみたいなところで
657900	662400	例えばそのほら自分たちはノーコード
662400	664760	ノーコードツールみたいな
664760	667980	まあ一応スタジオは出したは出したけど
667980	669160	スタジオっていうよりはその
669160	673100	DiffyとかNNみたいなものはもう出さないって初めに決めて
673100	676800	でもエコシステムの中でラングフローが
676800	679740	かなり使われるようになってとかっていうんで
679740	682000	まあ別にその住み分けは全然いいじゃないですか
682000	683360	うんうんうん
683360	684720	なんかでラングフローもね
684720	686460	ラングフローでそのスポンサーして
686460	688700	その僕らこうやってやってますって言って
688700	692020	ラングチェーンとの違いは明確にエコシステムで出してるし
692020	692780	うん
692780	693520	うん
693520	696160	なんでエコシステム型かなって
696160	701500	パートナービジネス型の方が合うんじゃないかなって気しますね
701500	702640	そうですね
702640	706540	まあそれによってエコシステムの部分は若干弱いというか
706540	708800	後手に回ってる感じがね
708800	709800	そうだね
709800	710920	するかもね
710920	711520	うん
711520	714720	なるほど
714720	718420	どこにチャンスを見出すかっていうところは
718420	723140	この先もいろいろ考えるとこがあるんじゃないかなと
723140	725520	いうふうに思いましたね
725520	727520	ラングチェーンっていうね
727520	729880	その仕組みがどこまで伸びるかっていう
729880	732540	こう占うのにもこの辺のなんかが
732540	733620	ラングチェーンの動きって一緒にね
733620	735260	気になる部分だし
735260	735620	そうですね
735620	736260	うん
736260	738660	まあ僕らもね
738660	739440	特に僕らもそうです
739440	740280	うん
740280	741500	うん
741500	744960	なるほど最後の
744960	746820	さっき忘れちゃったやつって思い出しました?
749540	750880	後で思い出したら喋ります
750880	755180	これもよく気になったとこあったんだよ
755180	755640	うん
755640	760060	アンバサダーは朝のミーティングだけで終わった感じ?
761220	761500	そうです
761500	764080	アンバサダー自体は朝のミーティング終わって
764080	765060	うんうん
765060	771140	あの一部の人はあのもう結構早めに朝早かったんで
771140	774520	夜のミートアップは今日は切り上げて帰る人とかも
774520	776020	もう僕も一緒にあの
776020	777020	あの
777020	782880	ウェイモで帰ってきたダウンタウンの方まで
782880	784480	うんうんうんうんうん
784480	786920	今日今回2日間?
787680	788360	2日間
788360	790840	明日なんかワークショップとかやる感じ?
792040	792720	いやえっとね
792720	795600	明日もキーノートから始まって
795600	797160	なるほどね
797160	798720	そうスタートアップより
798720	799600	スタートアップ
799600	804520	まあもしかしたら今日がエンタープライズよりだったかなと思うけど
804520	806420	まあそんな綺麗に分かれてないかな
806420	809080	明日も同じような感じで進行していく感じです
809080	811540	そうかアンドリュー先生は明日なんですね
811540	813600	そうアンドリュー先生は明日ですね
813600	814880	定番になりつつある
814880	815720	2回目だけど
815720	818460	絶対出てくれる
818460	818760	うん
818760	821140	生アンドリュー先生が見える
821140	822100	はい
822100	822960	やつですね
822960	826580	じゃあちょっと中身の方を見ていきましょうか
826580	826940	はい
826940	828180	こちらで画面共有して
828180	830060	ちょっと今日はね
830060	831520	あのリキャップなんで
831520	835600	1日目の話をしていこうと思うわけですけども
835600	835980	はい
835980	839300	ちょっと直前に
839300	842940	あれした話は全部入ってるかな
842940	844880	うん
844880	845660	えーと
845660	849500	インタラフト2026の現地レポートということで
849500	852340	ちょっと軽くリポ処理の方にまとめておきました
852340	855840	イベントは2日間ですよというのと
855840	859720	去年と同じミートウェイっていうサンフランシスコの
859720	862780	まああの右下ぐらいのとこですね
862780	863040	うん
863040	863920	うん
863920	866020	でダウンタウンから
866020	867260	これはオープンリポジティ?
867540	868040	パブリック?
868380	868880	あ、プライベートか
868880	870340	これはねプライベートですね
870340	870840	うんうん
870840	871660	じゃあ
871660	874460	まあ別にオープンにしちゃってもいいですけどね
874460	875560	なるほどね
875560	879320	まあオープンにした方が今回参加されてる方にとってはいいかもしれんですね
879320	880620	そうですね
880620	882120	確かに
882120	882640	ええええ
882640	883240	はい
883240	885560	まあちょっとオープンにして次第
885560	887040	またご連絡を
887040	889360	OKです
889360	890080	はい
890080	893980	で、えっと内容としては
893980	895020	えー
895020	900440	まあタイムテーブルをさらっと見ていくと
900440	901880	えー朝一
901880	903500	この
903500	907220	あの8時から9時半までのレジストレーションありましたけど
907220	911460	まあもう8時から集まってハリソンとおしゃべりをしたっていう感じでした
911460	914060	ね
914060	916220	キーノートはあれですよね
916220	916800	あの
916800	920800	ライブ配信もあった
920800	921880	そうですね
921880	923460	キーノートライブ配信あって
923460	928000	中でも特にそのニューリリースの話いっぱいしていたので
928000	935420	おそらく皆さんブログとかも含めてキャッチアップされてんじゃないかなと思います
935420	937000	リポジトリの下の方に
937000	938760	リリース7つあったので
938760	941240	えーとまとめてあります
941240	943040	あ、リードミーの方ですね
943040	944000	はい
944000	946000	全部リードミーの中にね
946000	947400	えーと入れておきました
947400	949460	ブログの方にもね
949460	950740	あのラングスミスエンジンだとか
950740	951660	スミスDBだとか
951660	953020	まあダーッとあったわけですけど
953020	953880	ちょっとそれぞれ
953880	955920	どんなニューリリースがあったのか
955920	956800	そうですね
956800	959400	えっとラングスミス系が3つ
959400	960400	うん
960400	964440	でそれとえっとまエージェントライブラリー
964440	966640	まあエージェント系がまあ4つと
966640	966940	うん
966940	967840	いう感じで
967840	970440	まずラングスミスの方からいくと
970440	972440	えー
972440	973520	あ、まあそうですね
973520	976960	あのスタックとしての関係性っていうのもちょっと
976960	978160	あ、上にこう
978160	978520	はい
978520	980160	上にタイプを見たんですけど
980160	982400	えっと
982400	983400	あの
983400	986360	軽く先に全体像を
986360	987160	えー
987160	988600	話しすると
988600	990400	えー
990400	993160	ラングスミスエンジンっていうのは
993160	994400	えー
994400	995400	えー
995400	995900	と
995900	998400	ラングスミスの中で
998400	999400	えー
999400	1001400	トレースとか
1001400	1004400	えーとエバリュエーションの結果
1004400	1005400	とかを
1005400	1006400	使って
1006400	1008400	えーと
1008400	1010400	プロンプトやスキル
1010400	1012200	とかのえっと
1012200	1013100	改善を
1013100	1014700	まあ最適化を行う
1014700	1015400	えー
1015400	1016400	仕組み
1017120	1017400	うん
1017400	1019540	としてリリースが
1019540	1020160	えー
1020160	1020840	されてます
1020840	1024320	これこれまだプライベートベータだった気がします
1024320	1025460	あ、そうなんですね
1025460	1027400	まあラングスミスに組み込まれるっていう
1027400	1028460	そうですね
1028460	1032600	ラングスミスのもうデフォの機能になっていくっていう
1032600	1033220	うんうんうん
1033220	1033600	ですね
1033600	1037200	でスミスDBっていうのは
1037200	1039400	これはもう完全にラングスミスの
1039400	1041400	中身の置き換えですね
1041400	1042400	リファクターですね
1042400	1043400	リファクターですね
1043400	1044400	なんかやっぱり
1044400	1045400	あれですよね
1045400	1046400	トレースの保存が
1046400	1048400	結構パフォーマンス的に大変だったっていう話が
1048400	1049400	そうそうそうそう
1049400	1050400	ブログで上がってましたね
1050400	1051400	うん
1051400	1052400	なのでもう本当にその
1052400	1054400	保存
1054400	1055400	分析
1055400	1056400	検索
1056400	1059400	全般的に10倍ぐらい
1059400	1060400	早く
1062400	1063400	なったのかな
1063400	1064400	うん
1064400	1066400	でどうやら
1066400	1067400	話聞いてみたら
1067400	1069400	これアパッチデータフュージョンっていうもので
1069400	1070400	できているらしくて
1070400	1071400	おお
1071400	1074400	でこのデータフュージョンっていうのが
1074400	1076400	まさにその
1076400	1079400	スミスDBの売りとして出して
1079400	1081400	いたような
1081400	1083400	パーパスビルトな
1083400	1085400	データベースなんですよと
1085400	1086400	うんうんうん
1086400	1087400	うんうん
1087400	1088400	いうところその
1088400	1090400	インメモリ処理と
1090400	1091400	えー
1091400	1093400	まあなんかいろいろ
1093400	1094400	技術的には
1094400	1095400	あの
1095400	1096400	あるらしいんですけど
1096400	1098400	まあそれによって
1098400	1100400	超高速化しましたっていう話
1100400	1101400	なので
1101400	1102400	まあ
1102400	1103400	まあ要は
1103400	1103400
1103400	1104400	なんていうんですかね
1104400	1105400	えっと
1105400	1106400	個別のその
1107400	1108400	なんだろうな
1108400	1110400	まあまあいろいろ
1110400	1111400	ラングチェーンの方でも
1111400	1113400	なんかやってるんでしょうけど
1113400	1114400	とはいえ
1114400	1115400	えっと
1115400	1117400	なんていうの
1117400	1118400	アパッチデータフュージョンと
1118400	1119400	あとはその
1119400	1121400	データ型としての
1121400	1122400	えっとなんて言ったかな
1122400	1123400	えー
1125400	1127400	なんか採用してるらしいんですけど
1127400	1128400	うん
1130400	1132400	まああの
1132400	1133400	それが中身なので
1133400	1134400	あ
1134400	1135400	ボルテックスか
1135400	1136400	うんうんうんうん
1136400	1137400	っていうのを
1137400	1139400	土台にしてるっていうことなので
1139400	1141400	まあ要は
1141400	1142400	なんだろう
1142400	1143400	うん
1143400	1144400	みんな真似できるよってことですね
1144400	1145400	うん
1145400	1146400	うん
1146400	1147400	入ってしまえば
1147400	1148400	うんうんうんうんうん
1148400	1149400	うん
1149400	1153400	中の改善がありーの
1153400	1154400	そう
1154400	1156400	改善をしましたっていうことですね
1156400	1157400	で
1157400	1159400	ラングスミス3つ目の機能が
1159400	1160400	ニューリリースが
1160400	1162400	ラングスミスサンドボックスという
1162400	1163400	うんうんうんうん
1163400	1164400	!
1164400	1165400	機能で
1165400	1166400	まさにあの
1166400	1167400	あれですね
1167400	1168400	えっと
1168400	1170400	コードの実行環境ですね
1170400	1172400	エージェントの
1172400	1177400	これを
1177400	1181400	提供しますと
1181400	1182400	サンドボックスはね
1182400	1187400	今もうトレンド
1187400	1188400	トレンドなのか
1188400	1190400	どこもかしこも
1190400	1191400	出してきているという
1191400	1192400	うん
1192400	1193400	やつですね
1193400	1202400	これがラングスミス系のリリース3つですね
1202400	1203400	うんうんうんうん
1203400	1205400	うんうんうんうん
1205400	1207400	まああの
1207400	1209400	先にこれを持ってきたのも
1209400	1211400	ほんと特にその
1211400	1213400	ラングチェーンが
1213400	1214400	去年も言ってたし
1214400	1216400	今年も言ってるのは
1216400	1217400	とにかく
1217400	1218400	デブから
1219400	1221400	いかにその
1223400	1224400	フリクション少なく
1224400	1226400	プロダクションに持っていくか
1226400	1227400	でプロダクションの中で
1227400	1230400	運用し続けるかっていうところ
1230400	1231400	うんうん
1231400	1232400	やっぱり気にしてるので
1232400	1234400	やっぱりその
1234400	1236400	ラングスミスに
1236400	1238400	注力する理由
1238400	1239400	とかそこにかけてる
1239400	1240400	コースが多いっていうのは
1240400	1241400	まあ
1241400	1243400	その思いが強いんだろうなと
1243400	1244400	いうのを感じ
1244400	1245400	うんうんうんうん
1245400	1246400	まあ結局ね
1246400	1247400	作れたとて
1247400	1248400	まあ
1248400	1249400	簡単に作ればするんだけど
1249400	1250400	動かしてみると
1250400	1251400	全然挙動が
1251400	1252400	違うというか
1252400	1253400	まあ想定内で
1253400	1254400	挙動だったら想定内だけども
1254400	1256400	実際ユーザーが使ってみると
1256400	1258400	全然違う動きをするとか
1258400	1259400	まあざらに
1259400	1260400	AIエージェントであるので
1260400	1261400	まあそこは
1261400	1262400	あの
1262400	1263400	可観測性を高めて
1263400	1264400	いかにこう
1264400	1265400	自動的にチューニングしていくか
1265400	1266400	っていう
1266400	1267400	のは
1267400	1268400	まあ分かる感じしますよね
1268400	1269400	でもこれって
1269400	1271400	すごく難しい
1271400	1272400	話だなと思うのは
1272400	1273400	うん
1273400	1274400	その
1274400	1276400	リリースする前には
1276400	1279400	リリースした後の大変さって
1279400	1281400	想像がついてないですよね
1281400	1282400	うん
1282400	1284400	その後も僕はあんまり想像がつかない
1284400	1285400	うんうんうん
1285400	1286400	うん
1286400	1287400	でもリリースしてみると
1287400	1288400	あの
1288400	1289400	その後もその
1289400	1291400	大変さ
1291400	1292400	いやその
1292400	1293400	評価駆動で
1293400	1293400
1293400	1294400	回さないと
1294400	1295400	もう明らかにその
1295400	1298400	自分の気が回らなくなった瞬間から
1298400	1299400	腐り始めちゃうっていうのは
1299400	1300400	うんうん
1300400	1301400	!
1301400	1301400
1301400	1303400	平然とあるわけじゃないですか
1303400	1304400	うんうん
1304400	1306400	で
1306400	1309400	そこがね難しいとこだよなと思って
1309400	1312400	そのライフサイクルを意識するっていう
1312400	1313400	うん
1313400	1313400
1313400	1316400	これはもう開発のライフサイクルもそうだし
1316400	1318400	AIエージェントの
1318400	1321400	日々のメンテナンスっていう意味での
1321400	1323400	ライフサイクルもそうかなと
1323400	1327400	しかもいわゆるソフトウェアと違って
1327400	1329400	じゃあその
1329400	1333400	評価基づいて改善しましたって話になるときに
1333400	1334400	結構その
1334400	1337400	デグデ的な要素も大きいなと思ってて
1337400	1338400	そうですね
1338400	1340400	まあナレージカットオフで
1340400	1341400	あの
1341400	1344400	知識のね
1344400	1345400	あの
1345400	1347400	ナレージの時期が変わったっていう
1347400	1350400	だけかなと思ってみたら
1350400	1351400	実は
1351400	1353400	挙動が変わってるみたいな
1353400	1355400	モデル的な要素もね
1355400	1356400	あるし
1356400	1357400	その
1357400	1359400	ツールのディスペッションを変えただけでもやっぱり
1359400	1360400	コードが変わるから
1360400	1361400	うんうん
1361400	1361400
1361400	1362400	どういう状況に応じて
1362400	1363400	こういうツールを選択するっていう
1363400	1365400	コードそのものが変わっちゃうと
1365400	1366400	これまでこうだったのに
1366400	1367400	なんか違う風になってるっていう
1367400	1369400	でこれいわゆるソフトウェアでいったら
1369400	1370400	えぇなんか
1370400	1372400	デグレシーじゃないですかみたいな
1372400	1374400	不具合じゃないですかみたいな感じになるわけですね
1374400	1376400	だから積み上げ方じゃないから
1376400	1377400	ね
1377400	1379400	そこの感覚っていうのもねちょっと違う
1379400	1381400	でもその時には担当エンジニアは
1381400	1384400	もう別のシステムの方を開発していて
1384400	1385400	うんうん
1385400	1389400	すでにリリース済みのところには手はかけたくないし
1390400	1392400	見てもいないみたいな
1392400	1393400	うん
1393400	1395400	なんでそのラングスミスエンジンで
1395400	1398400	あの単純にその
1398400	1402400	最適化がされていくっていうところがいいなっていうだけじゃなくて
1402400	1403400	まあ長い目で見ると
1403400	1408400	やっぱりそのいろんなねモデルを含めてあちこち変わるときの
1408400	1409400	その
1409400	1410400	ね
1410400	1413400	良くなる方向にドリフトすることもあれば
1413400	1414400	うん
1414400	1416400	悪い方向に行くドリフトも平気であるわけですよ
1416400	1417400	うんうんうんうん
1417400	1421400	!そこら辺をちゃんとえっと検知して最適化する
1421400	1424400	まあ自分がアテンションをかけ続けられない
1424400	1425400	うんうんうん
1425400	1428400	変わってやっていく仕組みっていうのは必ず必要になるでしょうね
1428400	1430400	1対1でも絶対に必要になるはずで
1430400	1432400	うんうんうんうん
1432400	1438400	なんだけどこれはリリースしてみないとみんなその大切さがわからないっていう
1438400	1441400	このジレンマは何なんだろうなっていう
1441400	1446400	ただ前提としてこれ開発するものじゃなくって育てるものなんだねっていう
1446400	1448400	はいはいはいはい
1448400	1451400	ことかなと思うんですよね育てることが前提で
1451400	1453400	なんかもう育ってその種ができるところは
1453400	1458400	まあもはやコーディングエージェントでサクッと作りたいするわけなので
1458400	1460400	あまりもうコストはかからないんだけども
1460400	1463400	じゃあどう育てていくかどういう風にこう
1463400	1466400	もっとフィットさせていく
1466400	1471400	ないしはモデルの変化に対してちゃんと追従できるようにするっていうところは
1471400	1474400	もうそっちの方がもうメインの話題だよねっていう
1474400	1475400	そうですね
1475400	1475400
1475400	1481400	これ別にそのAIエージェントを作る部分の話だけでもないんですよね
1481400	1484400	そのえっと
1484400	1487400	例えばFDEの話題が出たからあれだけど
1487400	1489400	その
1489400	1494400	AIエージェントを作った経験者とかからして
1494400	1497400	作ったことない人に
1497400	1501400	まあうちは研修もやっていたりコンサルもやっていたりありますけど
1501400	1504400	とにかくもう口を酸っぱくして言うのは
1504400	1507400	素早く作って
1507400	1510400	で素早く振り返りをやって
1510400	1513400	素早く改良していくっていうところ
1513400	1514400	うんうんうんうん
1514400	1516400	でこの一歩目
1516400	1518400	とにかく素早く
1518400	1519400	うんうん
1519400	1520400	小さくリリースするっていう
1520400	1521400	まあとにかく
1521400	1523400	ねあの
1523400	1526400	そのためにその目的とその切り出し
1526400	1527400	もうその
1528400	1529400	ね
1529400	1531400	完璧じゃなければその
1531400	1532400	リリースしませんっていう
1532400	1535400	気持ちがあまりに強すぎるんでみんな
1535400	1536400	そうね
1536400	1538400	まあもうそれで完璧にしてリリースしたら
1538400	1540400	もうこの話は終わりでしょってなっちゃう
1540400	1541400	ね
1541400	1542400	うん
1542400	1543400	終わりじゃない
1543400	1545400	ここからがスタートだった
1545400	1546400	そうそうそうそう
1546400	1547400	うん
1547400	1550400	ゴールなんかないって考えてもらったほうがね
1550400	1551400	全然良くてね
1551400	1552400	うん
1552400	1554400	っていうのとその
1554400	1556400	確実にAIエージェントに関して言えるのは
1556400	1559400	SaaSとかWebアプリみたいに
1559400	1560400	もうその
1560400	1563400	業界自体が成熟してるわけでもないので
1563400	1564400	うん
1564400	1566400	自己学習していかなきゃいけないじゃないですか
1566400	1568400	起きる事象に対して
1568400	1571400	そうなっていくと経験学習が必要で
1571400	1572400	うん
1572400	1574400	経験学習のためにはリリースしないことには
